id,phone,nick_name,birthday,age,province,city,area,sex,rank,is_blacklist,source,is_vip,jwh_vip,venue_id,member_rate,content_rate,member_status,id_card,user_name,id_card_check,report_check,is_audit,login_num,last_login_time,energy_volume_num,depart_discount_num,guess_status,default_image_index,register_source,create_time,extract_time
10031,18932475469,致远同学,2004-05-15,22,湖北省,武汉市,洪山区,1,0,0,3,0,0,2,3.5,4.2,1,440309200412169884,林致远,2,1,1,28,2026-03-04 22:50:10,7,2,1,4,V002,2026-02-18 20:13:58,2026-02-18 20:13:58
10032,15999441715,志强哥,1994-05-15,32,浙江省,杭州市,余杭区,1,0,0,2,0,0,5,3.5,4.2,1,330105199412212929,李志强,2,2,1,88,2026-07-16 13:57:03,7,2,1,3,V005,2026-06-13 16:55:17,2026-06-13 16:55:17
10033,13596666760,小张哥,1998-06-25,28,江苏省,南京市,鼓楼区,1,0,0,2,0,0,1,3.5,4.2,1,44030919980625295X,张伟,2,1,1,54,2026-08-11 06:40:46,7,2,1,3,V001,2026-05-17 12:46:23,2026-05-17 12:46:23
10034,13999261891,文远哥,1994-05-27,32,江苏省,南京市,鼓楼区,1,0,0,2,0,0,5,3.2,4.1,1,440309199405273063,陈文远,2,2,1,27,2026-07-29 19:18:10,6,2,1,3,V005,2026-01-30 09:31:12,2026-01-30 09:31:12
10035,18071775170,建国大爷,1956-02-26,70,河南省,新乡市,红旗区,1,0,0,1,0,0,2,3.5,2.8,1,440305195602266205,张建国,2,1,1,40,2026-05-10 20:21:23,4,1,1,7,V002,2026-04-14 19:02:35,2026-04-14 19:02:35
10036,18634654722,明轩同学,2009-06-23,17,浙江省,杭州市,西湖区,1,0,0,2,0,0,7,3.2,2.5,1,330109200906237473,李明轩,2,1,1,2,2026-08-04 12:39:45,4,1,1,3,V007,2026-08-01 22:19:53,2026-08-01 22:19:53
10037,13694057202,浩宇学长,2003-05-15,23,浙江省,杭州市,滨江区,1,0,0,3,0,0,6,3.5,4.2,1,330108200311109089,林浩宇,2,2,1,41,2026-08-11 17:04:50,7,2,1,3,V006,2026-06-02 07:49:59,2026-06-02 07:49:59
10038,15909190158,浩宇同学,1994-08-13,32,广东省,深圳市,南山区,1,0,0,2,0,0,2,3.5,4.2,1,440307199408139414,林浩宇,2,3,1,57,2026-07-15 11:34:14,7,2,1,3,V002,2026-03-16 15:38:05,2026-03-16 15:38:05
10039,13557775478,婉清姐,2000-03-18,26,广东省,广州市,天河区,2,0,0,2,0,0,2,3.5,4.2,1,440304200003183691,林婉清,2,2,1,45,2026-03-05 08:57:01,7,2,1,5,V002,2026-02-14 08:53:17,2026-02-14 08:53:17
10040,13284638655,建国哥,1992-03-15,34,浙江省,杭州市,西湖区,1,0,0,2,0,0,8,3.2,4.1,1,33010319920315335X,李建国,2,3,1,9,2026-08-07 14:13:09,5,2,1,3,V008,2026-07-22 21:56:38,2026-07-22 21:56:38
10041,13598068650,伟明哥,1988-07-12,38,浙江省,杭州市,西湖区,1,0,0,2,0,0,9,3.5,4.2,1,330102198807125359,李伟明,2,1,1,84,2026-05-22 21:49:14,7,2,1,4,V009,2026-04-20 13:51:30,2026-04-20 13:51:30
10042,13284895543,文博老师,1988-05-06,38,北京市,北京市,海淀区,1,0,0,2,0,0,10,3.5,4.2,1,110107198805066181,陈文博,2,1,1,77,2026-07-12 08:32:18,5,2,1,3,V010,2026-02-19 20:59:25,2026-02-19 20:59:25
10044,15780856271,雅琪姐,1994-04-13,32,上海市,上海市,静安区,2,0,0,4,0,0,9,3.5,4.2,1,310102199404134331,林雅琪,2,1,1,3,2026-07-15 14:11:35,7,2,1,5,V009,2026-04-28 16:44:00,2026-04-28 16:44:00
10045,18196112535,赵老,1958-07-09,68,上海市,上海市,徐汇区,1,0,0,3,0,0,6,3.5,4.2,1,310108195807098996,赵建国,2,2,1,142,2026-08-03 22:28:26,7,2,1,5,V006,2026-06-17 15:45:17,2026-06-17 15:45:17
10046,18674064930,雅琴儿,1997-07-08,29,上海市,上海市,静安区,2,0,0,2,0,0,9,3.5,4.2,1,310103199707088324,林雅琴,2,1,1,46,2026-07-14 18:14:16,7,2,1,3,V009,2026-04-06 12:26:56,2026-04-06 12:26:56
10047,13009792513,林致远先生,1994-05-15,32,上海市,上海市,徐汇区,1,0,0,2,1,0,3,3.5,4.2,1,310101199411024644,林致远,2,3,1,89,2026-08-05 09:08:31,7,2,1,4,V003,2026-05-08 08:43:39,2026-05-08 08:43:39
10048,15957086209,逸飞同学,2000-09-27,26,四川省,成都市,锦江区,1,0,0,2,0,0,6,3.5,4.2,1,51010720000927294X,陈逸飞,2,1,1,38,2026-08-08 21:49:35,7,3,1,4,V006,2026-07-18 13:20:46,2026-07-18 13:20:46
10049,15512286852,婉清老师,1994-09-11,32,浙江省,杭州市,余杭区,2,0,0,2,0,0,9,3.5,4.2,1,330106199409115227,林婉清,2,1,1,160,2026-07-14 13:36:34,7,2,1,3,V009,2026-06-03 20:59:22,2026-06-03 20:59:22
10050,13158925832,晨阳同学,2005-09-03,21,江苏省,南京市,江宁区,1,0,0,1,0,0,1,3.5,2.8,1,440304200509035426,林晨阳,2,1,1,23,2026-08-11 18:09:08,7,2,1,4,V001,2026-06-22 18:28:48,2026-06-22 18:28:48
10051,18910463681,雅琴老师,1958-08-18,68,北京市,北京市,海淀区,2,0,0,2,0,0,6,3.8,4.5,1,110101195808181407,林雅琴,2,1,1,113,2026-07-11 15:21:31,7,2,1,5,V006,2026-05-05 08:11:12,2026-05-05 08:11:12
10052,18133051728,建国大爷,1958-08-05,68,江苏省,南京市,玄武区,1,0,0,3,0,0,10,3.5,4.2,1,440303195808052971,张建国,2,3,1,107,2026-05-05 19:48:00,7,2,1,4,V010,2026-05-01 17:11:54,2026-05-01 17:11:54
10053,15757366096,志强哥,1997-03-15,29,广东省,深圳市,福田区,1,0,0,2,0,0,6,3.5,4.2,1,440302199701175623,陈志强,2,1,1,4,2026-07-25 07:56:15,7,2,1,3,V006,2026-04-11 22:41:56,2026-04-11 22:41:56
10054,18173397767,志强哥,1991-06-03,35,江苏省,南京市,江宁区,1,0,0,4,0,0,2,3.8,4.1,1,440309199110219393,李志强,2,2,1,2,2026-06-09 11:09:03,6,2,1,4,V002,2026-06-03 06:15:56,2026-06-03 06:15:56
10055,15508495880,浩宇同学,1997-06-03,29,浙江省,杭州市,西湖区,1,0,0,2,0,0,4,3.5,4.2,1,330103199706033878,林浩宇,2,1,1,6,2026-07-10 18:40:34,7,2,1,3,V004,2026-05-28 16:51:58,2026-05-28 16:51:58
10056,13338585424,晓峰同学,2002-06-18,24,浙江省,杭州市,西湖区,1,0,0,2,0,0,10,3.5,4.2,1,330108200206181513,林晓峰,2,1,1,13,2026-03-11 21:57:43,7,2,1,4,V010,2026-03-04 11:04:19,2026-03-04 11:04:19
10057,18066958321,子轩同学,2010-06-18,16,广东省,深圳市,南山区,1,0,0,2,0,0,10,3.5,4.2,1,440302201006189417,林子轩,2,1,1,33,2026-08-05 15:25:04,7,2,1,5,V010,2026-08-03 21:07:37,2026-08-03 21:07:37
10058,15762126796,逸飞哥,1994-05-15,32,上海市,上海市,黄浦区,1,0,0,2,0,0,10,3.5,4.2,1,310106199408133315,陈逸飞,2,1,1,97,2026-06-04 06:36:31,7,3,1,5,V010,2026-02-16 20:32:27,2026-02-16 20:32:27
10059,13928604765,晓雯同学,1997-06-28,29,广东省,广州市,天河区,2,0,0,2,0,0,9,3.5,4.2,1,440307199706287255,林晓雯,2,1,1,119,2026-07-15 14:17:51,7,2,1,3,V009,2026-06-24 07:06:58,2026-06-24 07:06:58
10060,13671739627,思源同学,2004-08-23,22,北京市,北京市,海淀区,2,0,0,2,0,0,2,3.5,4.2,1,110105200408232059,李思源,2,1,1,7,2026-02-24 08:36:46,5,2,1,3,V002,2026-02-06 19:13:39,2026-02-06 19:13:39
10061,18736565198,志强哥,1994-06-03,32,四川省,成都市,锦江区,1,0,0,2,1,0,3,3.5,4.2,1,510102199406033806,陈志强,2,1,1,86,2026-07-08 11:44:23,6,3,1,7,V003,2026-03-24 12:48:02,2026-03-24 12:48:02
10062,13539726527,泽哥,1994-05-15,32,广东省,深圳市,南山区,1,0,0,2,0,0,4,3.5,4.2,1,440301199401233872,李泽,2,1,1,84,2026-06-18 20:29:26,7,2,1,3,V004,2026-06-11 17:17:12,2026-06-11 17:17:12
10064,18033554864,志强哥,1988-09-27,38,浙江省,杭州市,余杭区,1,0,0,2,0,0,1,3.5,4.2,1,33010219880927581X,李志强,2,3,1,186,2026-07-09 15:28:39,7,3,1,5,V001,2026-01-17 17:22:28,2026-01-17 17:22:28
10066,18971863759,浩然同学,1997-03-23,29,浙江省,杭州市,余杭区,1,0,0,2,0,0,10,3.5,4.2,1,330107199703234784,林浩然,2,3,1,4,2026-06-27 06:18:22,7,2,1,5,V010,2026-05-11 07:58:42,2026-05-11 07:58:42
10067,15119610646,陈宇哥,1994-03-07,32,广东省,深圳市,南山区,1,0,0,2,0,0,3,3.5,4.2,1,440303199403079525,陈宇,2,1,1,147,2026-06-29 21:02:52,7,2,1,5,V003,2026-05-23 20:45:36,2026-05-23 20:45:36
10068,13685544518,陈建国老师,1994-06-25,32,江苏省,南京市,鼓楼区,1,0,0,2,0,0,10,3.5,4.2,1,440308199406255215,陈建国,2,1,1,137,2026-05-12 09:13:09,7,2,1,3,V010,2026-04-01 10:00:08,2026-04-01 10:00:08
10069,13224955289,李昂同学,2007-01-17,19,广东省,广州市,天河区,1,0,0,2,0,0,4,3.5,4.2,1,440304200701178320,李昂,2,2,1,17,2026-06-15 11:57:48,7,2,1,3,V004,2026-05-10 08:06:52,2026-05-10 08:06:52
10070,15347947386,雅琴同学,2000-08-22,26,广东省,深圳市,南山区,2,0,0,2,0,0,5,3.5,4.2,1,440306200008222832,林雅琴,2,1,1,53,2026-08-10 09:25:28,6,3,1,7,V005,2026-08-07 19:12:54,2026-08-07 19:12:54
10071,15395450090,浩然同学,2010-05-15,16,浙江省,杭州市,西湖区,1,0,0,1,0,0,3,3.2,4.1,1,330106201001254899,李浩然,2,2,1,11,2026-08-09 17:22:26,7,2,1,4,V003,2026-08-03 17:22:51,2026-08-03 17:22:51
10072,13248468536,志强哥,1994-03-01,32,江苏省,南京市,江宁区,1,0,0,1,0,0,7,3.5,4.2,1,440309199403019838,陈志强,2,1,1,97,2026-07-31 21:13:42,6,3,1,4,V007,2026-03-06 22:29:42,2026-03-06 22:29:42
10073,15216231981,陈默同学,1997-04-20,29,浙江省,杭州市,余杭区,1,0,0,3,0,0,9,2.5,1.8,1,330102199704208914,陈默,1,1,0,3,2026-07-11 18:51:47,4,2,1,5,V009,2026-06-20 22:16:31,2026-06-20 22:16:31
10074,15186734257,浩宇哥,1997-05-15,29,广东省,深圳市,南山区,1,0,0,2,0,0,6,3.5,4.2,1,440301199710028071,陈浩宇,2,1,1,128,2026-08-05 10:30:00,7,2,1,4,V006,2026-07-30 15:01:41,2026-07-30 15:01:41
10075,13044397359,悦悦同学,2000-12-13,26,广东省,深圳市,南山区,2,0,0,2,0,0,8,3.5,4.2,1,440304200012138307,林悦,2,1,1,148,2026-07-22 19:47:38,7,2,1,5,V008,2026-01-22 06:30:08,2026-01-22 06:30:08
10076,15658777121,淑珍老师,1958-03-24,68,江苏省,南京市,玄武区,2,0,0,3,0,0,6,3.5,4.2,1,440309195803249423,王淑珍,2,3,1,119,2026-06-17 12:37:00,7,2,1,3,V006,2026-01-24 12:55:18,2026-01-24 12:55:18
10077,18392515837,劲松哥,1994-02-25,32,浙江省,杭州市,滨江区,1,0,0,2,0,0,8,3.8,4.5,1,330107199402259304,陈劲松,2,2,1,144,2026-06-27 11:27:40,7,3,1,5,V008,2026-04-10 21:17:36,2026-04-10 21:17:36
10078,15900610277,李教练,1984-10-12,42,浙江省,杭州市,滨江区,1,0,0,4,1,0,7,4.2,3.5,1,330107198410129230,李国栋,2,1,1,127,2026-08-11 10:08:00,7,2,1,5,V007,2026-08-11 21:19:39,2026-08-11 21:19:39
10079,18608428910,泽言同学,2005-02-26,21,湖北省,武汉市,洪山区,1,0,0,2,0,0,8,2.5,3.1,1,440302200502269438,李泽言,1,3,0,5,2026-08-07 22:06:10,7,2,1,3,V008,2026-08-07 20:53:48,2026-08-07 20:53:48
10080,13184668455,浩哥健身,1994-03-23,32,广东省,深圳市,南山区,1,0,0,2,0,0,1,3.5,4.2,1,440307199403235562,陈浩,2,1,1,102,2026-08-08 20:44:22,7,2,1,5,V001,2026-07-31 14:57:33,2026-07-31 14:57:33
10081,15398864976,陈宇健身,1997-03-17,29,广东省,深圳市,南山区,1,0,0,2,0,0,8,3.5,4.2,1,440303199703175965,陈宇,2,1,1,167,2026-07-04 22:55:33,7,2,1,3,V008,2026-06-26 21:46:26,2026-06-26 21:46:26
10082,15641209481,陈总,1991-01-19,35,北京市,北京市,海淀区,1,0,0,2,1,0,9,3.8,4.5,1,110109199101192937,陈致远,2,2,1,171,2026-05-30 06:07:42,6,2,1,5,V009,2026-01-22 12:39:34,2026-01-22 12:39:34
10083,13270630489,浩然哥,1997-02-28,29,上海市,上海市,浦东新区,1,0,0,2,0,0,2,3.5,4.2,1,310109199702283081,陈浩然,2,3,1,86,2026-06-08 11:50:15,7,2,1,5,V002,2026-03-05 10:19:36,2026-03-05 10:19:36
10084,15749465398,泽宇同学,1997-05-03,29,广东省,深圳市,南山区,1,0,0,2,0,0,5,3.8,4.1,1,440307199705038150,林泽宇,2,3,1,81,2026-02-16 14:56:27,6,3,1,5,V005,2026-01-12 11:47:34,2026-01-12 11:47:34
10085,13804687506,浩然同学,2005-12-08,21,湖北省,武汉市,洪山区,1,0,0,2,0,0,4,3.5,4.2,1,440307200512081764,李浩然,2,1,1,20,2026-05-16 11:21:19,7,3,1,5,V004,2026-03-27 08:56:36,2026-03-27 08:56:36
10086,13632002496,陈指导,1992-03-05,34,广东省,广州市,天河区,1,0,0,2,0,0,9,3.5,4.2,1,440308199203054165,陈教练,2,1,1,137,2026-07-04 17:00:33,7,2,1,5,V009,2026-06-16 17:19:37,2026-06-16 17:19:37
10087,13842583230,晨晨同学,2005-05-11,21,浙江省,杭州市,西湖区,1,0,0,1,0,0,3,3.5,2.8,1,330107200511057707,林晨,1,3,0,1,2026-08-10 12:19:29,4,2,1,7,V003,2026-08-08 14:58:06,2026-08-08 14:58:06
10088,15214888143,泽宇同学,1997-06-07,29,广东省,深圳市,南山区,1,0,0,2,0,0,2,3.5,4.2,1,440306199706073568,李泽宇,2,3,1,127,2026-08-09 14:12:45,7,3,1,5,V002,2026-01-31 08:23:02,2026-01-31 08:23:02
10089,15390782633,梓轩同学,2010-08-24,16,浙江省,杭州市,西湖区,1,0,0,3,0,0,4,3.2,2.8,1,330108201008244485,林梓轩,2,1,1,10,2026-06-11 12:27:49,5,2,1,3,V004,2026-05-02 13:33:37,2026-05-02 13:33:37
10090,13699493874,逸飞教练,1994-10-26,32,浙江省,杭州市,西湖区,1,0,0,2,1,0,4,4.2,3.8,1,330104199410266388,陈逸飞,2,1,1,134,2026-05-27 21:29:29,7,2,1,5,V004,2026-01-02 10:28:04,2026-01-02 10:28:04
10091,13574220912,博文老师,1992-01-22,34,广东省,深圳市,南山区,1,0,0,2,0,0,5,3.5,4.2,1,440305199201222576,李博文,2,1,1,162,2026-05-03 11:13:45,7,2,1,4,V005,2026-02-01 18:10:04,2026-02-01 18:10:04
10092,15383890309,浩然同学,2006-03-21,20,上海市,上海市,杨浦区,1,0,0,2,0,0,2,3.5,4.2,1,310101200610032407,李浩然,2,1,1,28,2026-07-26 15:12:09,7,2,1,5,V002,2026-03-21 13:47:27,2026-03-21 13:47:27
10093,13256627768,晨晨,1997-08-01,29,广东省,深圳市,南山区,1,0,0,2,0,0,10,3.5,4.2,1,440307199708015376,林晨,2,1,1,71,2026-07-27 10:35:46,7,2,1,3,V010,2026-07-08 19:48:09,2026-07-08 19:48:09
10094,15391836264,浩然哥,1997-12-28,29,广东省,深圳市,福田区,1,0,0,2,0,0,5,3.5,4.2,1,440302199712282117,李浩然,2,1,1,196,2026-06-22 10:17:47,7,2,1,3,V005,2026-05-09 18:37:19,2026-05-09 18:37:19
10095,15135669055,志强哥,1994-03-01,32,浙江省,杭州市,余杭区,1,0,0,2,0,0,2,3.5,4.2,1,330102199403019896,陈志强,2,3,1,185,2026-03-13 13:23:28,7,2,1,5,V002,2026-01-01 20:55:44,2026-01-01 20:55:44
10096,15305233027,林致远同学,2002-07-22,24,江苏省,南京市,鼓楼区,1,0,0,2,0,0,7,3.5,4.2,1,440308200207224569,林致远,2,2,1,150,2026-06-26 08:33:46,5,2,1,3,V007,2026-03-18 11:01:35,2026-03-18 11:01:35
10097,18992087510,陈默先生,1992-05-28,34,上海市,上海市,静安区,1,0,0,2,0,0,3,3.2,2.8,1,310101199205281869,陈默,2,1,1,1,2026-07-31 15:23:34,5,2,1,4,V003,2026-05-28 12:41:10,2026-05-28 12:41:10
10098,15097185948,陈宇同学,2005-07-06,21,湖北省,武汉市,洪山区,1,0,0,2,0,0,5,2.5,3.8,1,440306200507069254,陈宇,2,1,1,5,2026-08-09 18:30:37,3,2,1,4,V005,2026-08-01 09:57:03,2026-08-01 09:57:03
10099,15832152850,浩然哥,1994-06-22,32,广东省,广州市,天河区,1,0,0,2,0,0,7,3.5,4.2,1,440304199406229513,陈浩然,2,1,1,188,2026-05-22 15:19:30,7,2,1,3,V007,2026-05-07 18:10:23,2026-05-07 18:10:23
10100,18341678725,志强哥,1994-05-15,32,浙江省,杭州市,余杭区,1,0,0,1,0,0,7,3.5,4.2,1,330103199401054520,李志强,2,1,1,178,2026-05-10 13:03:43,7,3,1,4,V007,2026-05-09 18:08:07,2026-05-09 18:08:07
10101,15155989534,张伟健身,1992-11-24,34,广东省,深圳市,南山区,1,0,0,2,0,0,4,3.5,4.2,1,440302199211241421,张伟,2,3,1,200,2026-06-23 12:45:28,7,2,1,3,V004,2026-05-30 18:05:56,2026-05-30 18:05:56
10102,18233810595,逸飞同学,1998-10-10,28,浙江省,杭州市,滨江区,1,0,0,2,0,0,6,3.5,4.2,1,330106199810101585,陈逸飞,2,3,1,52,2026-04-23 13:46:17,7,2,1,4,V006,2026-01-22 14:46:08,2026-01-22 14:46:08
10103,18691649837,思远同学,2009-07-05,17,浙江省,杭州市,西湖区,1,0,0,2,0,0,4,2.5,3.1,1,330108200907053370,李思远,1,1,0,4,2026-08-03 10:57:30,3,1,1,5,V004,2026-07-23 14:13:37,2026-07-23 14:13:37
10104,13503036625,浩宇同学,1997-02-16,29,浙江省,杭州市,滨江区,1,0,0,2,0,0,5,3.5,4.2,1,33010319970216212X,林浩宇,2,2,1,107,2026-03-25 15:22:04,7,3,1,4,V005,2026-02-27 18:43:56,2026-02-27 18:43:56
10105,13326065019,浩宇哥,1997-02-08,29,浙江省,杭州市,余杭区,1,0,0,2,0,0,2,3.5,4.2,1,330102199702081120,林浩宇,2,3,1,195,2026-06-25 10:48:11,7,2,1,5,V002,2026-05-03 11:01:09,2026-05-03 11:01:09
